date,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10
2021-01-01,0.02972510811962415,0.0216548132975128,0.00938585165205245,0.0219275292464202,0.029290141912799897,0.0108760296386475,0.0217419786307679,0.03072388164857165,0.016106457529734698,0.00790957879089034
2021-01-04,-0.01926070518549905,-0.0095290946037907,-0.023213386253482567,-0.00546260553000585,-0.0015499639284454999,-0.00997198447077315,0.007514217327797492,-0.00028912381113625004,0.0026367369679168497,-0.0005057356489534502
2021-01-05,-0.0107741781636306,-0.0034414215367607496,-0.00358986124586395,0.004769685742353801,0.00732993633123085,-0.0048633268468073,0.0119194000497621,0.008853307422752851,0.01780207286618075,-0.0008112136449894697
2021-01-06,0.0198336636658033,0.02078767255394433,0.0033101677916112238,0.011729792382687801,0.0025127771149837004,0.0065674099555652,0.00527931824723325,0.0083895303080108,0.02033243983483605,-0.00022877521755850037
2021-01-07,-0.0026132291374056362,-0.0109193206156372,-0.007375580011766566,-0.016562552200048788,-0.014615227494363699,-0.0013563097870742998,-0.012983044526977499,-0.013418529317037551,-0.01322710627229485,-0.011606877134936846
2021-01-08,-0.03733827851004578,-0.029821958019829602,-0.019821349426181252,-0.0359763802801946,-0.0334916110748777,-0.00799510817356265,0.00696159840304425,-0.014865680727854599,-0.02014934440156425,-0.0042233261533503
2021-01-11,-0.00359490887082725,-0.025745144967699148,-0.0166218763814156,-0.02169332182540945,-0.03152006716702871,-0.01060581952309085,-0.009365857465604609,-0.010967168677467,-0.01472041472218535,-0.0200902589237721
2021-01-12,-0.00346163361699015,0.012053222585100767,-0.0128175168425349,-0.009891230723066566,-0.0033753551883270996,-0.0095877440981418,0.00304298759870495,-0.0036664990922043008,-0.008571333777371098,-0.0214073156706162
2021-01-13,-0.0048986690155254494,-0.02456787514374697,-0.0016223777990135003,0.01064568431058815,-0.0188562718679416,-0.0074585836007556,0.0002199979945914001,0.011608120313198106,-0.01013495600756985,-0.0125930113636018
2021-01-14,0.00144669733853575,-0.00239822238407862,-0.0036118715241263994,-0.0024653317431442504,0.00900877226883955,0.02877305871634956,0.0020477569743978996,0.0022838968910298,0.01002292758556355,-0.0079284366985323
2021-01-15,-0.007446076209140571,0.0039082114435391,0.01182815426447265,0.00724484562315755,0.01090752891353985,0.0009212641963249999,0.00116777456385155,0.0003447591150036501,0.00678399467187165,0.010632705048758309
2021-01-18,-0.0079296421382258,-0.0027650007400947,0.0040588721142151,-0.015691977410635327,-0.01268973019139805,-0.01144068404437075,-0.00407161878009805,0.0021975275965582497,-0.0201302435918556,-0.0031224660710836363
2021-01-19,-0.0017350380302416,0.00982266179620085,-0.006405328672604399,-0.010835503151809301,-0.008740666923383269,0.0077305581869912005,0.0008113505890256498,0.0024880630209509506,0.010910088527685624,0.00695972528994535
2021-01-20,0.0033701587516490003,0.00042289490645269984,0.0114159126104351,0.0053130198991522,0.0233612091847279,0.004108381474198392,0.01432528440658907,0.0154355248883067,0.019708035506589852,0.02646444978361005
2021-01-21,0.03188540265642115,0.01721205164682525,0.00392744557967315,0.02019113480190515,-0.00959015825084452,0.017509329412374,0.0196749666237707,0.01070465037783115,0.029398444280859574,0.00904212419106245
2021-01-22,0.00809561401945485,0.0031751169566578002,0.00858645047468355,0.008041622783540701,-0.006458248349775367,0.023489028558459735,0.0053189639066445,0.01449709564528105,0.0135938602952249,0.0081080513853831
2021-01-25,-0.004620148768067701,-0.021825430895691854,-0.0068008970861466,0.0073731743000774,0.00435987813685375,0.01309421555073685,0.0091146102912949,0.0243171404500864,-0.006671699534834499,0.00484306739859155
2021-01-26,0.01118168316526795,0.0155970418164121,-0.0018304391318626498,0.0022939015710377493,-0.00285274499688825,0.005069799859375798,0.0086584400582156,0.01167568847312155,0.019140003171301122,-0.00101701645268905
2021-01-27,-0.00188983761075945,-0.01675557936575582,-0.01468108417186615,-0.01877444932945825,-0.014172347786031849,0.0030678504640303424,-0.007194631512347749,-0.0140951666566114,-0.0078139337772478,0.0008881801242178002
2021-01-28,0.015870686361971,0.007919515019564451,0.00631807376403855,0.016500565777852173,-0.0047365048648222,0.00655549701175465,0.014737792481327752,-0.018085162390874897,0.0044412253606147,0.0115367503519742
2021-01-29,0.010574961346055223,-0.00756393622530855,0.011303918353044451,-0.00751218182419495,-0.008990689124331763,0.00546780439926145,0.0099167215158816,0.0017214158989577498,0.00961523230565785,-0.001074345601423
2021-02-01,0.006523985875862901,0.01267149719004635,0.00545806785379775,0.0063534603762426,0.025241598529655948,0.0116804997569511,0.00484613794953505,0.014949932427862349,0.013092556115674,-0.010027831497445638
2021-02-02,0.020450318729576013,0.01132267494035935,-0.0018098753834629,0.0094870503634041,0.00967169283446855,0.013723925324864099,0.01171607146190655,0.00576913720075235,0.00686886143416975,-0.005949656656087972
